Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Andaz Apna Apna,1994,160,"Action, Comedy, Romance",8.1,"50,810",Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon
Andaz Pyaar Ka,1986,128,"Drama, Romance",5.8,1938,Devi Dutt,Govinda,Saeed Jaffrey,Anupam Kher
Andaz Tera Mera,1987,128,"Action, Comedy, Romance",5.8,1938,Kumud Pant,Atul Sharma,Bharat Mistri,Kumud Pant
Andh: Let's Play Blind,2018,103,Thriller,5.8,1938,Vijay Shankar Sharma,Sweta Handoo,Vijay Shankar Sharma,Dalbir Singh
Andha Bichar,1990,148,"Action, Drama",6.8,16,Shakti Samanta,Mithun Chakraborty,Mandakini,Tanuja
Andha Insaaf,1993,128,"Action, Crime",6.2,9,Divya Bharti,unknown,unknown,unknown
Andha Oru Nimidam,1985,144,"Action, Crime, Drama",6.8,53,Major Sundarrajan,Kamal Haasan,Urvashi,Y.G. Mahendran
Andha Sach,1991,128,Action,5.8,1938,Shiva Naraain,Om Katare,Anjan Srivastav,Vinay Maliik
Andhaa Kaanoon,1983,155,"Action, Drama",6.1,666,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth,Hema Malini
Andhaa Yudh,1987,128,"Drama, Thriller",7.3,72,Dayal Nihalani,Raj Babbar,Vyjayanti Chavan,Vaishali Dandekar
Andhadhun,2018,139,"Crime, Drama, Music",8.2,"77,901",Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte
Andher Gardi,1990,128,"Action, Drama",6,8,Ashok Tyagi,Raj Babbar,Kimi Katkar,Sripradha
Andher Nagari Chaupat Raja,1955,128,"Comedy, Drama",5.8,1938,Shamim Bhagat,David Abraham,Amarnath,Brahm Bhardwaj
Andhera,1943,128,Unknown,5.8,1938,Aspi Irani,Arun,M. Bhagwandas,unknown
Andhera,1975,110,"Crime, Drama, Thriller",5.1,30,Shyam Ramsay,Tulsi Ramsay,Sameer Khan,Vani Ganpati
Andhera,1994,128,"Drama, Horror, Romance",4,6,Ajit Asthana,Anchana,Anisha,Anil Dhawan
Andheri Duniya,1936,128,Unknown,5.8,1938,Vishram Bedekar,unknown,unknown,unknown
Andheri Raat,1991,128,Horror,5.8,1938,Amala Akkineni,Prabhu,unknown,unknown
Andheri Raat Mein Diya Tere Haath Mein,1986,129,"Comedy, Drama",6.8,56,Dada Kondke,Dada Kondke,Usha Chavan,Dina Pathak
Andheri Raatin Mein,2001,128,Drama,5.8,1938,Anil Dhanda,Rajni Chandra,Mohan Joshi,Zunaid Memon
Andhi Gali,1984,152,"Drama, Thriller",5.5,13,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt,Anil Chatterjee
Andhon Ki Duniya,1947,128,Drama,5.8,1938,Keshavrao Date,Leela Chitnis,Munawwar Sultana,Manmohan Krishna
Andolan,1951,156,"Drama, History",5.8,1938,Phani Majumdar,Kishore Kumar,Gauri Devi,Krishnakant
Andolan,1975,128,Drama,5.8,1938,Lekh Tandon,Urmila Bhatt,Arpana Choudhary,Ajit Singh Deol
Andolan,1995,165,"Action, Comedy, Drama",5,249,Aziz Sejawal,Ishrat Ali,Somy Ali,Divya Bharti
Anek,2021,128,Unknown,5.8,1938,Anubhav Sinha,Ayushmann Khurrana,unknown,unknown
Ang Lagaa Le,1991,128,Thriller,5.8,1938,Abhilasha,Babloo,Shafeeq,Sugandhi
Ang Se Ang Laga Lay,2002,128,Thriller,5.8,1938,Kishore Anand Bhanushali,Amit Kapoor,Amit Pachori,Kirti Shetty
Ang Se Ang Lagaley,1974,128,"Drama, Romance",5.8,1938,Shiv Kumar,Satish Kaul,Prema Narayan,Sulochana Chatterjee
Angaar,1992,176,"Action, Crime, Drama",6.4,297,Shashilal K. Nair,Jackie Shroff,Dimple Kapadia,Nana Patekar
Angaar,1980,128,"Drama, Mystery",5.8,1938,Ashok Roy,Kiran Kumar,Yogeeta Bali,Helen
Angaar Vadee,1998,140,Action,5.8,1938,Nazim Hassan,Arun Govil,Musthafa Hyder,Saeed Jaffrey
Angaar: The Fire,2002,128,Action,3.6,10,Ajay Kashyap,Vinay Anand,Rana Jung Bahadur,Rajat Bedi
Angaara,1996,127,"Action, Crime",4.3,30,Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat,Hemant Birje
Angaaray,1998,141,"Action, Crime, Drama",5.3,793,Mahesh Bhatt,Akshay Kumar,Nagarjuna Akkineni,Pooja Bhatt
Angaaray,1986,128,"Adventure, Crime, Romance",5.8,39,Rajesh Seth,Rajesh Khanna,Smita Patil,Raj Babbar
Angaare,1977,128,"Drama, Romance",5.8,1938,Alka,Mohan Choti,Rakhee Gulzar,Bipin Gupta
Angaarey,1975,128,"Action, Drama, Thriller",5.8,1938,Govind Saraiya,Sanjeev Kumar,Rakhee Gulzar,Alka
Angarey,1954,128,Drama,7.2,6,K.B. Lall,Nasir Khan,Nargis,K.N. Singh
Angarey,1975,128,Unknown,5.8,1938,Govind Saraiya,unknown,unknown,unknown
Angel,2011,114,"Action, Drama",6.3,84,Ganesh Acharya,Sumit Arora,Arun,Raakesh Babu
Angoor,1982,131,Comedy,8.3,"4,924",Gulzar,Sanjeev Kumar,Moushumi Chatterjee,Deven Verma
Angoor,2005,106,Drama,6.1,53,Kanti Shah,Sapna Sappu,Rajesh Sabharwal,Amit Pachori
Angoori,1943,128,Unknown,5.8,1938,Mahesh Kaul,Ulhas,unknown,unknown
Angoori,2003,128,Thriller,5.8,1938,Soniya Singh,unknown,unknown,unknown
Angoori Bani Angaara,2015,142,Action,5.8,1938,Nirbhay Chaudhary,Mona Chaudhary,Satish Chikhale,Shubham Dubey
Angoothi,1943,128,Unknown,5.8,1938,Bibhuti Mitra,Ashok Kumar,Chandraprabha,Prahlad
Angrakshak,1995,116,"Action, Romance",4.4,167,Ravi Raja Pinisetty,Sunny Deol,Pooja Bhatt,Rami Reddy
Angrakshak: Body Guard,1995,153,Action,5.8,1938,Vijay Rattan,Vijay Chand,Praneel Kumar,Rumesh Lal
Angrezi Medium,2020,145,"Comedy, Drama",7.3,"11,700",Homi Adajania,Irrfan Khan,Radhika Madan,Kareena Kapoor
Angry Indian Goddesses,2015,121,"Comedy, Drama",7,"2,749",Pan Nalin,Sarah Jane Dias,Rajshri Deshpande,Sandhya Mridul
Angry Young Man,2014,128,Action,5.2,9,Ramesh Rout,Muntazir Ahmad,Amit Bhardwaj,Ashit Kumar
Angry Young Men,1987,128,Drama,5.8,1938,Namrata Rao,unknown,unknown,unknown
Angulimaal,1960,153,"Action, Adventure, Drama",6.1,28,Vijay Bhatt,Nimmi,Bharat Bhushan,Anita Guha
Anhonee,1952,155,"Drama, Romance, Thriller",7.2,77,Khwaja Ahmad Abbas,Nargis,Raj Kapoor,Agha
Anhonee,1973,127,"Drama, Romance, Thriller",7.1,40,Ravi Tandon,Sanjeev Kumar,Leena Chandavarkar,Padma Khanna
Animal,2022,128,"Action, Drama",5.8,1938,Sandeep Reddy Vanga,Ranbir Kapoor,Parineeti Chopra,Anil Kapoor
Anita,1967,154,"Musical, Thriller, Mystery",6.4,120,Raj Khosla,Sadhana,Manoj Kumar,I.S. Johar
Anita Mera Naam,1985,128,Action,5.8,1938,Sengili Murugan,Silk Smitha,Raja Velu,unknown
Anjaam,1940,128,Unknown,5.8,1938,Kanjibhai Rathod,unknown,unknown,unknown
Anjaam,1952,128,Unknown,5.8,1938,Shanti Kumar,Dulari,Kuldip Kaur,Prem Nath
Anjaam,1968,128,"Action, Adventure",5.9,7,Shiv Kumar,Feroz Khan,Shahida,Nisar Ahmad Ansari
Anjaam,1978,128,"Action, Crime, Drama",5.8,10,Kishore Khanna,Sarika,Ramesh Deo,Gajanan Jagirdar
Anjaam,1987,136,Thriller,5.3,12,T. Hariharan,Rajan Sippy,Parijat,Shashi Kapoor
Anjaam,1994,170,"Drama, Thriller",6.9,"6,093",Rahul Rawail,Madhuri Dixit,Shah Rukh Khan,Tinnu Anand
Anjaam,2007,128,Thriller,6.1,63,Ananth Narayan Mahadevan,Emraan Hashmi,Tusshar Kapoor,unknown
Anjaam khuda jaane,1988,128,Action,5.8,1938,Danny Denzongpa,Gulshan Grover,Imtiaz Khan,Dev Kumar
Anjaan,2005,128,"Drama, Thriller",2.5,52,Hansal Mehta,Mahek Chahal,Vipul Gupta,Aamir Ali
Anjaan Raahen,1974,128,"Drama, Comedy",6.5,19,Mohan J. Bijlani,Feroz Khan,Asha Parekh,Akbar Khan
Anjaana,1969,152,Romance,5.6,48,Mohan Kumar,Rajendra Kumar,Babita Kapoor,Pran
Anjaana Anjaani,2010,151,"Comedy, Drama, Musical",5.8,"6,416",Siddharth Anand,Priyanka Chopra Jonas,Aubrey K. Miller,Ranbir Kapoor
Anjaane,2000,128,Drama,4.1,9,Ravi Rai,Mohnish Bahl,Beena Banerjee,Farida Jalal
Anjaane Log,1992,128,Drama,5.8,1938,T.P. Jhunjhunwala,Arun Govil,Goga Kapoor,Pinchoo Kapoor
Anjaane Rishte,1989,128,Drama,5.8,1938,Diljit Singh,Shekhar Suman,Seema Kapoor,Vasantsena
Anjaane: The Unkown,2005,110,Horror,3.9,71,Harryy W. Fernaandes,Manisha Koirala,Sanjay Kapoor,Helen
Anjali,1957,128,Unknown,5.8,1938,Chetan Anand,Chetan Anand,Krishan Dhawan,Kumkum
Anjam Hawas Ka,1991,128,Thriller,5.8,1938,Jayalalitha,Uma Maheshwari,Raghu,Sabli
Anjan,1941,144,Drama,5.8,1938,Amiya Chakrabarty,Devika Rani,Ashok Kumar,V.H. Desai
Anjan Bharathi,1998,128,Action,5.8,1938,Krishna Kapil,Sangeeta Arora,Anil Grover,Anup Grover
Anjan Hai Koyee,1969,133,"Action, Comedy, Crime",5.8,12,Babubhai Mistry,Feroz Khan,Nalini,Helen
Anjana Ishq,1987,128,Musical,5.8,1938,Sanjeev Trigunayat,Ranjeet,Shakti Kapoor,Arun Bakshi
Anjane Mehman,1975,128,Drama,5.8,1938,Samit Bhanja,Jeevan,Padmadevi,Sumita Sanyal
Anjane Mein,1978,128,"Drama, Family",6.9,40,Samir Ganguly,Rishi Kapoor,Neetu Singh,Nirupa Roy
Anjaneya,2003,168,"Action, Crime, Drama",3.4,363,N. Maharajan,Ajith Kumar,Meera Jasmine,Raghuvaran
Anjaneyulu,2009,143,"Action, Comedy, Crime",4.8,324,Parasuram,Ravi Teja,Nayanthara,Kota Srinivasa Rao
Anjangarh,1948,126,Drama,5.8,1938,Bimal Roy,Sunanda Banerjee,Raja Ganguli,Hiralal
Anjuman,1948,128,Unknown,5.8,1938,Akhtar Hussein,Paidi Jairaj,Durga Khote,Nargis
Anjuna Beach,2012,128,Thriller,5.8,1938,Shakeel S. Saifee,Kavita Chouhan,Ramesh Goyal,Sareen Khan
Ankahee,1985,135,Drama,7.1,109,Amol Palekar,Amol Palekar,Deepti Naval,Devika Mukherjee
Ankahee,2006,151,"Biography, Drama, Romance",4.1,366,Vikram Bhatt,Aftab Shivdasani,Ameesha Patel,Esha Deol
Ankh Ka Nasha,1956,128,Drama,5.8,1938,Anita Guha,Helen,M. Rajan,Shammi
Ankh Ka Tara,1932,128,Unknown,5.8,1938,Jyotish Bannerjee,Chanda,Indubala,Jehanara Kajjan
Ankh Ka Tara,1978,128,"Drama, Family",5.8,1938,Shantilal Soni,Sachin Pilgaonkar,Bindiya Goswami,Ajit
Ankh Micholi,1962,128,"Crime, Drama, Mystery",5.2,5,Ravindra Dave,Shekhar,Mala Sinha,S. Nazir
Ankhen,1968,172,"Action, Adventure, Drama",7.2,325,Ramanand Sagar,Mala Sinha,Dharmendra,Kumkum
Ankhon Dekhi,2013,107,"Comedy, Drama",8,"10,673",Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor
Ankhon Mein Tum Ho,1997,151,Romance,5.5,46,Ashim S. Samanta,Anuraag,Rakhee Gulzar,Satyendra Kapoor
Ankur Arora Murder Case,2013,129,"Drama, Thriller",6.5,"1,823",Sohail Tatari,Kay Kay Menon,Visshesh Tiwari,Tisca Chopra
"Ankur, Mania Aur Kabutar (Operation Pink Pigeon)",1989,98,Drama,5.8,1938,Madan Bawaria,Savita Bajaj,Himanshu,M.K. Raina
Ankur: The Seedling,1974,131,Drama,8,"1,185",Shyam Benegal,Shabana Azmi,Sadhu Meher,Anant Nag
Ankush,1986,149,"Action, Drama",7.5,398,N. Chandra,Nana Patekar,Rabia Amin,Gajanan Bangera
Ankush: The Command,2005,128,Action,5.8,"1,938",Harish Bhosle,Jayesh Chawla,Sonali Goswami,Mohan Joshi
Anmol,1993,163,"Drama, Family, Romance",5.6,128,Ketan Desai,Maya Alagh,Sudha Chopra,Anil Dhawan
Anmol Ghadi,1946,122,"Drama, Musical, Romance",7.3,63,Mehboob Khan,Surendra,Suraiya,Noor Jehan
Anmol Moti,1969,128,"Action, Romance",3.7,10,S.D. Narang,Jeetendra,Babita Kapoor,Aruna Irani
Anmol Moti,1965,128,Drama,5.8,1938,Jagdish Kumar Nirmal,Master Aziz,Daya Devi,Jayshree Gadkar
Anmol Ratan,1950,128,"Drama, Family",5.8,1938,M. Sadiq,Karan Dewan,Meena Kumari,Madan Puri
Anmol Sitaare,1982,153,Drama,7,5,Geethapriya,Master Baboo,Rakesh Bedi,Ramesh Deo
Anmol Tasveer,1978,77,"Drama, Family",7.9,9,Satyen Bose,Preeti Ganguli,Anoop Kumar,Birbal
Anna,2016,142,Biography,4.9,43,Shashank Udapurkar,Shashank Udapurkar,Tanishaa Mukerji,Govind Namdeo
"Anna, Kisan Baburao Hazare",2016,128,Biography,6,14,Shashank Udapurkar,Jayant Gadekar,Ashwini Giri,Anant Jog
Annadata,1952,128,Unknown,5.8,1938,Ismail Memon,Ajit,Nisar Ahmad Ansari,Kanhaiyalal Chaturvedi
Annadata,1972,128,"Drama, Family",6.7,40,Asit Sen,Jaya Bachchan,Anil Dhawan,Om Prakash
Annai Velankanni,1971,148,Drama,7.1,29,K. Thankappan,Jayalalitha J,Gemini Ganesan,Padmini
Annamalai,1992,164,"Action, Drama",7.7,"1,765",Suresh Krishna,Rajinikanth,Sarath Babu,Kushboo
Annarth,2002,128,"Action, Crime, Drama",3.1,139,Ravi Dewan,Sanjay Dutt,Sunil Shetty,Ashutosh Rana
Anniyan Hindi Remake,1987,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Anokha,1975,132,"Action, Comedy, Crime",4.9,18,Jugal Kishore,Shatrughan Sinha,Zarina Wahab,A.K. Hangal
Anokha Andaaz,1995,128,Romance,3.5,11,Lawrence D'Souza,Asrani,Anand Balraj,Bindu
Anokha Anubhav,2003,105,Thriller,5.8,1938,Divyaa Dwivedi,Juhi Javed,Mohan Joshi,Razak Khan
Anokha Aspatal,1989,91,Comedy,6.3,13,Mukesh Sharma,Ankur,Ajay Chadha,Paintal
Anokha Bandhan,1982,134,Drama,7.4,94,Mehul Kumar,Shabana Azmi,Seema Deo,Aruna Irani
Anokha Chamatkar,1988,128,Drama,5.8,1938,Krishan Malik,Birbal,Chandrashekhar,Sudhir Dalvi
Anokha Daan,1972,128,Drama,7,9,Asit Sen,Anil Dhawan,Zaheera,Archana
Anokha Insaan,1986,128,Unknown,5.8,1938,Sonika Gill,T.P. Jain,Padma Khanna,Raza Murad
Anokha Jungle,1956,128,Action,5.8,1938,Sultan,Habib,Kamran,Shyam Kumar
Anokha Milan,1972,125,Drama,6.3,19,Jagannath Chatterjee,Dharmendra,Pranoti Ghosh,Brahm Bhardwaj
Anokha Modh,1985,128,Unknown,5.8,1938,Kamal Chandok,Vinay,Prerana Khanna,Vyjayanti Chavan
Anokha Moti,2000,86,"Drama, Family",6.9,16,Tapan Sinha,Arjun Chakraborty,Nayab Aftab,Radhika Jajodia
Anokha Prem,1934,128,Unknown,5.8,1938,F.R. Irani,Rajkumari,Jagdish Sethi,unknown
Anokha Pyar,1948,128,Romance,6.9,44,M.I. Dharamsey,Dilip Kumar,Nargis,Nalini Jaywant
Anokha Rishta,1986,128,Drama,7.3,47,I.V. Sasi,Rajesh Khanna,Smita Patil,Sabeeha
Anokha Shivbhakt,1978,128,Unknown,5.8,1938,Bapu,Krishna Ghattamaneni,Prabhakar Reddy,Sridhar
Anokhe Amar Shaheed Baba Deep Singh Ji,2006,154,History,6.6,9,Jaswinder Chahal,Deep Dhillon,Jaswant Saggo Jas,Kashish
Anokhi Ada,1948,141,"Drama, Musical, Romance",6.4,26,Mehboob Khan,Naseem Banu,Surendra,Prem Adib
Anokhi Ada,1973,150,"Drama, Romance",4.5,44,Kundan Kumar,Jeetendra,Rekha,Vinod Khanna
Anokhi Chaahat,2003,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Anokhi Chaal,1995,128,"Action, Drama, Mystery",5.8,1938,A. Salaam,Kiran Juneja,Amjad Khan,Suresh Oberoi
Anokhi Dulhan,1986,128,Drama,5.8,1938,Vicky Khan,Asha Lata,Paro,Pradeep Sharma
Anokhi Muhabbat,1934,128,Unknown,5.8,1938,Lala Yaqoob,unknown,unknown,unknown
Anokhi Pehchan,1972,128,"Drama, Romance",5.9,8,Satyen Bose,Sanjay Khan,Rakhee Gulzar,Simi Garewal
Anokhi Raat,1968,120,"Crime, Drama, Mystery",7.3,94,Asit Sen,Sanjeev Kumar,Zaheeda,Tarun Bose
Anokhi Sewa,1949,128,Unknown,5.8,1938,Chandrika,unknown,unknown,unknown
Anona,1987,90,Drama,5.8,1938,Natraaj Maharshi,Dhirajj Vinodd Kapoor,Swagata Naik,Rekha 'Brahmani' Patel
Anpadh,1962,150,"Drama, Musical, Romance",6.6,105,Mohan Kumar,Mala Sinha,Balraj Sahni,Dharmendra
Anpadh,1978,128,Drama,6.5,15,S.M. Sagar,Ashok Kumar,Parikshit Sahni,Zarina Wahab
Ansh: The Deadly Part,2002,180,"Crime, Drama, Thriller",6.3,51,Rajan Johri,Om Puri,Ashutosh Rana,Abbas
Ansoo Ban Gaye Phool,1969,145,"Drama, Family",7.2,26,Satyen Bose,Ashok Kumar,Deb Mukherjee,Alka
Antaheen,1986,128,Drama,5.8,1938,Dinesh Lakhanpal,Seema Burman,Anang Desai,Rohini Hattangadi
Antardhaan,1987,128,Thriller,5.8,1938,Arindam Bhattacharya,Akshay Kapoor,Parambrata Chattopadhyay,Tanushree Chakraborty
Antardhwani,1987,105,Mystery,5.8,1938,Apurba Kishore Bir,Swapna Pati,Gaurav Paswala,Chaitanya Solankar
Antardwand,2008,114,"Crime, Drama",7.3,656,Sushil Rajpal,Raj Singh Chaudhary,Raja Chaudhary,Swati Sen
Antarnaad,1991,160,Drama,5.5,109,Shyam Benegal,Girish Karnad,Kulbhushan Kharbanda,Shabana Azmi
Antenna,2021,84,Drama,7.1,7,Shoib Nikash Shah,Imran Khan,Imran Khan,Azmat Khwaja
Antervyathaa,2020,90,Drama,5.8,1938,Keshav Arya,Keshav Arya,Veena Chaudhary,Anuradha Khaira
Anth,1994,136,Action,4.4,124,Sanjay Khanna,Sunil Shetty,Somy Ali,Paresh Rawal
Anthony Kaun Hai?,2006,127,"Mystery, Thriller",5.2,617,Raj Kaushal,Sanjay Dutt,Arshad Warsi,Minissha Lamba
Antim Nyay,1993,128,Action,3.3,19,Sukhwant Dhadda,Jackie Shroff,Neelam Kothari,Kulbhushan Kharbanda
Antim: The Final Truth,2021,128,Action,5.8,1938,Mahesh Manjrekar,Salman Khan,Jisshu Sengupta,Nikitin Dheer
Anubhav,1971,139,Drama,6.7,137,Basu Bhattacharya,Sanjeev Kumar,Tanuja,Dinesh Thakur
Anubhav,1986,128,"Comedy, Drama, Romance",6.4,175,Kashinath,Shekhar Suman,Padmini Kolhapure,Padma Khanna
Anubhav: An Actor's Tale,2009,128,"Drama, Romance",5.3,11,T. Rajeevnath,Jackie Shroff,Sanjay Suri,Gul Panag
Anubhav: An Experience,2003,90,Crime,3.4,11,Sandeep Kumar,Afrin,Amit,Neel Arvind
Anubhuti,2021,110,Drama,5.8,1938,Anirban Dutta,Aritraa Sengupta,Shamila Bhattacharya,Rittick Bhattacharya
Anubhuti: Taking the Legacy Forward,2015,45,Drama,5.8,1938,Sanjeev Sharma Ronkel,Neha Malhotra,Major Sriram,unknown
Anupama,1966,148,"Drama, Romance",7.4,416,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Shashikala
Anuraag,1972,125,Drama,6.6,115,Shakti Samanta,Ashok Kumar,Nutan,Vinod Mehra
Anuraag,1956,128,"Drama, Romance",5.8,1938,Madhusudan,Pratima Devi,Usha Kiran,Mukesh
Anuradha,1960,141,"Drama, Romance",6.6,196,Hrishikesh Mukherjee,Balraj Sahni,Leela Naidu,Abhi Bhattacharya
Anuradha,1940,128,Unknown,5.8,1938,Mohan Sinha,Maya Banerjee,Trilok Kapoor,Jeevan
Anuradha,2014,128,Drama,5.8,1938,Raju Mavani,Hrishitaa Bhatt,Manoj Joshi,Sachin Khedekar
Anurag Maurya Act,2018,128,"Biography, Music",5.8,1938,Anurag Maurya,Ragini Maurya,unknown,unknown
Anuranan,2006,113,"Drama, Romance",6.7,376,Aniruddha Roy Chowdhury,Rahul Bose,Rituparna Sengupta,Raima Sen
Anurodh,1977,147,"Drama, Family",6.8,160,Shakti Samanta,Rajesh Khanna,Ashok Kumar,Vinod Mehra
Anwar,2007,144,"Drama, Romance, Thriller",6.6,904,Manish Jha,Nauheed Cyrusi,Pankaj Jha,Manisha Koirala
Any Body Can Dance 2,2015,154,"Biography, Drama, Music",5.4,"5,733",Remo D'Souza,Prabhu Deva,Varun Dhawan,Shraddha Kapoor
Anya The Other,2019,128,"Action, Crime",5.8,1938,Simmy Joseph,Rajendra Bhatia,Krutika Deo,Atul Kulkarni
Anyay Abichar,1985,125,Action,7.4,5,Shakti Samanta,unknown,unknown,unknown
Anyay Hi Anyay,1997,128,"Action, Crime, Drama",5.8,1938,Tarun Wadhwa,Rita Bhaduri,Sulabha Deshpande,Shafi Inamdar
Anyaya,1949,128,Family,5.8,1938,J.S. Casshyap,unknown,unknown,unknown
Apaatkaal,1993,137,Action,5.7,6,V. Subba Rao,Aatish Devgan,Sabah,Rita Bhaduri
Apaharan,2005,173,"Action, Crime, Drama",7.4,"4,384",Prakash Jha,Ajay Devgn,Nana Patekar,Bipasha Basu
Apala,1949,128,Unknown,5.8,1938,Ishwarlal,unknown,unknown,unknown
Aparadhi,1935,128,Unknown,5.8,1938,Gunjal,unknown,unknown,unknown
Aparajitha Ayodhya,2021,128,Drama,5.8,1938,Kangana Ranaut,Kangana Ranaut,unknown,unknown
Apartment: Rent at Your Own Risk,2010,97,"Drama, Mystery, Thriller",3.5,231,Jag Mundhra,Rohit Roy,Tanushree Dutta,Neetu Chandra
Aplam Chaplam,1961,128,Comedy,5.8,1938,Jeevan,I.S. Johar,Kumkum,Tabassum
Apmaan,1982,128,Drama,5.8,8,Ami Asthana,Ami Asthana,Suresh Chatwal,Manik Irani
Apmaan Ki Aag,1990,128,"Action, Comedy, Crime",5.3,27,Sardar Talukdar,Adil Amaan,Rakesh Bedi,Dasharat
Apna Asmaan,2007,110,"Drama, Sci-Fi",6.2,164,Kaushik Roy,Irrfan Khan,Shobana,Dhruv Piyush Panjuani
Apna Bana Ke Dekho,2001,152,Drama,5.9,16,K. Subhash,Prabhu Deva,Kirti Reddy,unknown
Apna Bana Lo,1982,128,"Drama, Family",5.7,22,J. Om Prakash,Jeetendra,Rekha,Amrish Puri
Apna Banake Dekho,1962,128,Romance,5.6,5,Jagdish Nirula,Asha Parekh,Manoj Kumar,Mohan Choti
Apna Bhi Koi Hota,1984,128,Drama,5.8,1938,Girish Ranjan,Kavita,Sunil Pandey,Seema Deo
Apna Desh,1972,128,"Action, Comedy, Drama",6.3,108,Jambulingam,Rajesh Khanna,Mumtaz,Om Prakash
Apna Desh Praye Log,1989,128,"Action, Drama, Family",3.8,9,Pradeep Hooda,Sumeet Saigal,Sonu Walia,Moon Moon Sen
Apna Farz,1973,128,Unknown,5.8,1938,K.S.R. Das,Krishna Ghattamaneni,Satya Narayan,Shabnam
Apna Ghar,1942,167,Unknown,5.8,1938,Debaki Bose,Shanta Apte,Jeevan,Mahesh Kaul
Apna Ghar,1989,128,"Drama, Family, Thriller",5.8,1938,Kalpataru,Pallavi Joshi,Rishi Kapoor,Shashi Kapoor
Apna Ghar,1960,128,"Drama, Family",4.6,5,Ram Pahwa,Shyama,Prem Nath,Nanda
Apna Ghar Apni Kahani,1968,128,Drama,5.8,1938,Phani Majumdar,Shekhar,Bina Rai,Mumtaz
Apna Haath Jagannath,1960,173,Comedy,6.8,25,Mohan Segal,Kishore Kumar,Sayeeda Khan,Nasir Hussain
Apna Kaun,1996,128,Mystery,5.8,1938,Uday Shankar Pani,Satyendra Kapoor,Pramode Kumar,Asha Sharma
Apna Khoon,1978,128,"Action, Comedy, Crime",5.7,15,Babbar Subhash,Shashi Kapoor,Hema Malini,Ashok Kumar
Apna Khoon Apna Dushman,1969,128,Action,5.8,1938,Kamran,Dara Singh,Anjum,Mumtaz Begum
Apna Paraya,1941,128,Unknown,5.8,1938,Ramchandra Thakur,Hansa Wadkar,unknown,unknown
Apna Sapna Money Money,2006,134,"Comedy, Musical, Romance",5.3,"1,921",Sangeeth Sivan,Riteish Deshmukh,Shreyas Talpade,Riya Sen
Apnapan,1977,133,"Drama, Romance",6.5,75,J. Om Prakash,Jeetendra,Sanjeev Kumar,Reena Roy
Apnapan,1947,128,Drama,5.8,1938,T.R. Sundaram,unknown,unknown,unknown
Apne,2007,173,"Drama, Sport",6,"2,868",Anil Sharma,Dharmendra,Sunny Deol,Bobby Deol
Apne 2,2021,128,Drama,5.8,1938,Anil Sharma,Sunny Deol,Bobby Deol,Dharmendra
Apne Apne,1987,128,"Drama, Family",6,27,Ramesh Behl,Jeetendra,Rekha,Karan Shah
Apne Apne Sanskar,1987,128,Drama,5.8,1938,Indrasen Singh,Shekhar Suman,unknown,unknown
Apne Begaane,1989,137,"Drama, Romance",5.8,1938,Madhu Tejpal,A.K. Hangal,Shreeram Lagoo,Ananth Narayan Mahadevan
Apne Dam Par,1996,155,"Action, Drama",5.6,43,Arshad Khan,Mithun Chakraborty,Shilpa Shirodkar,Irfan Kamal
Apne Dushman,1975,120,"Crime, Drama, Mystery",6.2,13,Kailash Bhandari,Dharmendra,Sanjeev Kumar,Rakesh Pandey
Apne Huye Paraye,1964,128,"Drama, Family",6.1,20,Ajit Chakraborty,Mala Sinha,Manoj Kumar,Shashikala
Apne Paraye,1980,123,"Drama, Family, Comedy",6.8,164,Basu Chatterjee,Shabana Azmi,Amol Palekar,Girish Karnad
Apne Paraye,1982,128,Drama,5.8,1938,Mahender Kumar,Asrani,Rita Bhaduri,Nalin Dave
Apne Rang Hazaar,1975,124,"Drama, Romance",6.1,14,Ravi Tandon,Sanjeev Kumar,Leena Chandavarkar,Danny Denzongpa
Apni Chhaya,1950,128,Unknown,5.8,1938,P.L. Santoshi,Sulochana Chatterjee,Balwant Singh,Radhakrishan
Apni Dharti Apna Desh,1978,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Apni Izzat,1952,128,Unknown,5.8,1938,Nanabhai Bhatt,David Abraham,Agha,Gope
Apni Nagariya,1940,144,Unknown,5.8,1938,Gunjal,Shobhna Samarth,Nazir,Jayant
Apradh,1972,128,"Action, Thriller, Romance",6.8,71,Feroz Khan,Feroz Khan,Mumtaz,Prem Chopra
Apradhi,1992,128,"Action, Crime, Drama",4.7,45,K. Ravi Shankar,Vikas Anand,Aparajita,Arun Bakshi
Apradhi,1949,128,"Crime, Drama, Thriller",6.3,7,Yeshwant Pethkar,Madhubala,Ram Singh,Leela Pandey
